Date,Level
24-04-76,-209.97
25-04-76,-209.96
26-04-76,-209.95
27-04-76,-209.95
28-04-76,-209.94
29-04-76,-209.94
30-04-76,-209.94
01-05-76,-209.94
02-05-76,-209.93
03-05-76,-209.93
04-05-76,-209.92
05-05-76,-209.92
06-05-76,-209.92
07-05-76,-209.91
08-05-76,-209.91
09-05-76,-209.9
10-05-76,-209.9
11-05-76,-209.9
12-05-76,-209.9
13-05-76,-209.9
14-05-76,-209.91
15-05-76,-209.91
16-05-76,-209.91
17-05-76,-209.9
18-05-76,-209.91
19-05-76,-209.91
20-05-76,-209.91
21-05-76,-209.92
22-05-76,-209.92
23-05-76,-209.92
24-05-76,-209.92
25-05-76,-209.93
26-05-76,-209.93
27-05-76,-209.94
28-05-76,-209.94
29-05-76,-209.95
30-05-76,-209.95
31-05-76,-209.95
01-06-76,-209.95
02-06-76,-209.95
03-06-76,-209.96
04-06-76,-209.96
05-06-76,-209.96
06-06-76,-209.97
07-06-76,-209.97
08-06-76,-209.97
09-06-76,-209.98
10-06-76,-209.99
11-06-76,-210
12-06-76,-210.01
13-06-76,-210.01
14-06-76,-210.02
15-06-76,-210.03
16-06-76,-210.04
17-06-76,-210.05
18-06-76,-210.06
19-06-76,-210.07
20-06-76,-210.07
21-06-76,-210.08
22-06-76,-210.09
23-06-76,-210.1
24-06-76,-210.11
25-06-76,-210.11
26-06-76,-210.12
27-06-76,-210.13
28-06-76,-210.14
29-06-76,-210.15
30-06-76,-210.16
01-07-76,-210.17
02-07-76,-210.18
03-07-76,-210.19
04-07-76,-210.2
05-07-76,-210.21
06-07-76,-210.21
07-07-76,-210.22
08-07-76,-210.23
09-07-76,-210.24
10-07-76,-210.25
11-07-76,-210.26
12-07-76,-210.27
13-07-76,-210.28
14-07-76,-210.3
15-07-76,-210.31
16-07-76,-210.32
17-07-76,-210.34
18-07-76,-210.35
19-07-76,-210.36
20-07-76,-210.37
21-07-76,-210.38
22-07-76,-210.4
23-07-76,-210.41
24-07-76,-210.43
25-07-76,-210.44
26-07-76,-210.45
27-07-76,-210.46
28-07-76,-210.47
29-07-76,-210.49
30-07-76,-210.5
31-07-76,-210.52
01-08-76,-210.53
02-08-76,-210.54
03-08-76,-210.56
04-08-76,-210.57
05-08-76,-210.58
06-08-76,-210.6
07-08-76,-210.61
08-08-76,-210.63
09-08-76,-210.64
10-08-76,-210.66
11-08-76,-210.67
12-08-76,-210.68
13-08-76,-210.69
14-08-76,-210.7
15-08-76,-210.71
16-08-76,-210.73
17-08-76,-210.74
18-08-76,-210.75
19-08-76,-210.76
20-08-76,-210.77
21-08-76,-210.78
22-08-76,-210.79
23-08-76,-210.8
24-08-76,-210.81
25-08-76,-210.83
26-08-76,-210.84
27-08-76,-210.85
28-08-76,-210.86
29-08-76,-210.87
30-08-76,-210.88
31-08-76,-210.89
01-09-76,-210.9
02-09-76,-210.91
03-09-76,-210.92
04-09-76,-210.93
05-09-76,-210.93
06-09-76,-210.94
07-09-76,-210.95
08-09-76,-210.96
09-09-76,-210.97
10-09-76,-210.97
11-09-76,-210.99
12-09-76,-210.99
13-09-76,-211
14-09-76,-211.01
15-09-76,-211.01
16-09-76,-211.01
17-09-76,-211.02
18-09-76,-211.02
19-09-76,-211.02
20-09-76,-211.02
21-09-76,-211.03
22-09-76,-211.03
23-09-76,-211.03
24-09-76,-211.04
25-09-76,-211.05
26-09-76,-211.06
27-09-76,-211.07
28-09-76,-211.08
29-09-76,-211.09
30-09-76,-211.09
01-10-76,-211.1
02-10-76,-211.1
03-10-76,-211.11
04-10-76,-211.12
05-10-76,-211.13
06-10-76,-211.13
07-10-76,-211.13
08-10-76,-211.14
09-10-76,-211.15
10-10-76,-211.16
11-10-76,-211.17
12-10-76,-211.17
13-10-76,-211.18
14-10-76,-211.19
15-10-76,-211.21
16-10-76,-211.22
17-10-76,-211.22
18-10-76,-211.23
19-10-76,-211.23
20-10-76,-211.24
21-10-76,-211.24
22-10-76,-211.24
23-10-76,-211.25
24-10-76,-211.26
25-10-76,-211.25
26-10-76,-211.25
27-10-76,-211.25
28-10-76,-211.25
29-10-76,-211.26
30-10-76,-211.26
31-10-76,-211.26
01-11-76,-211.27
02-11-76,-211.29
03-11-76,-211.3
04-11-76,-211.3
05-11-76,-211.31
06-11-76,-211.31
07-11-76,-211.32
08-11-76,-211.32
09-11-76,-211.32
10-11-76,-211.33
11-11-76,-211.33
12-11-76,-211.34
13-11-76,-211.36
14-11-76,-211.36
15-11-76,-211.37
16-11-76,-211.37
17-11-76,-211.37
18-11-76,-211.37
19-11-76,-211.37
20-11-76,-211.37
21-11-76,-211.38
22-11-76,-211.38
23-11-76,-211.39
24-11-76,-211.4
25-11-76,-211.36
26-11-76,-211.32
27-11-76,-211.31
28-11-76,-211.25
29-11-76,-211.23
30-11-76,-211.2
01-12-76,-211.19
02-12-76,-211.17
03-12-76,-211.16
04-12-76,-211.15
05-12-76,-211.15
06-12-76,-211.15
07-12-76,-211.14
08-12-76,-211.14
09-12-76,-211.13
10-12-76,-211.13
11-12-76,-211.13
12-12-76,-211.13
13-12-76,-211.12
14-12-76,-211.11
15-12-76,-211.11
16-12-76,-211.11
17-12-76,-211.1
18-12-76,-211.1
19-12-76,-211.1
20-12-76,-211.1
21-12-76,-211.09
22-12-76,-211.09
23-12-76,-211.09
24-12-76,-211.08
25-12-76,-211.07
26-12-76,-211.06
27-12-76,-211.04
28-12-76,-211.02
29-12-76,-211.01
30-12-76,-211
31-12-76,-210.99
01-01-77,-210.99
02-01-77,-210.98
03-01-77,-210.96
04-01-77,-210.94
05-01-77,-210.93
06-01-77,-210.92
07-01-77,-210.92
08-01-77,-210.91
09-01-77,-210.9
10-01-77,-210.91
11-01-77,-210.91
12-01-77,-210.9
13-01-77,-210.9
14-01-77,-210.9
15-01-77,-210.89
16-01-77,-210.88
17-01-77,-210.87
18-01-77,-210.87
19-01-77,-210.85
20-01-77,-210.8
21-01-77,-210.76
22-01-77,-210.72
23-01-77,-210.69
24-01-77,-210.68
25-01-77,-210.66
26-01-77,-210.66
27-01-77,-210.65
28-01-77,-210.64
29-01-77,-210.63
30-01-77,-210.61
31-01-77,-210.6
01-02-77,-210.59
02-02-77,-210.58
03-02-77,-210.58
04-02-77,-210.57
05-02-77,-210.56
06-02-77,-210.54
07-02-77,-210.51
08-02-77,-210.47
09-02-77,-210.42
10-02-77,-210.38
11-02-77,-210.35
12-02-77,-210.34
13-02-77,-210.32
14-02-77,-210.31
15-02-77,-210.29
16-02-77,-210.28
17-02-77,-210.26
18-02-77,-210.26
19-02-77,-210.26
20-02-77,-210.24
21-02-77,-210.23
22-02-77,-210.22
23-02-77,-210.22
24-02-77,-210.21
25-02-77,-210.21
26-02-77,-210.2
27-02-77,-210.19
28-02-77,-210.19
01-03-77,-210.19
02-03-77,-210.18
03-03-77,-210.17
04-03-77,-210.15
05-03-77,-210.14
06-03-77,-210.11
07-03-77,-210.1
08-03-77,-210.09
09-03-77,-210.08
10-03-77,-210.06
11-03-77,-210.04
12-03-77,-210.02
13-03-77,-210.01
14-03-77,-209.99
15-03-77,-209.97
16-03-77,-209.96
17-03-77,-209.95
18-03-77,-209.93
19-03-77,-209.9
20-03-77,-209.89
21-03-77,-209.88
22-03-77,-209.86
23-03-77,-209.85
24-03-77,-209.84
25-03-77,-209.82
26-03-77,-209.82
27-03-77,-209.81
28-03-77,-209.81
29-03-77,-209.8
30-03-77,-209.79
31-03-77,-209.79
01-04-77,-209.79
02-04-77,-209.78
03-04-77,-209.78
04-04-77,-209.78
05-04-77,-209.78
06-04-77,-209.77
07-04-77,-209.77
08-04-77,-209.77
09-04-77,-209.77
10-04-77,-209.77
11-04-77,-209.77
12-04-77,-209.77
13-04-77,-209.77
14-04-77,-209.76
15-04-77,-209.74
16-04-77,-209.73
17-04-77,-209.72
18-04-77,-209.71
19-04-77,-209.7
20-04-77,-209.69
21-04-77,-209.67
22-04-77,-209.66
23-04-77,-209.64
24-04-77,-209.62
25-04-77,-209.6
26-04-77,-209.59
27-04-77,-209.57
28-04-77,-209.57
29-04-77,-209.55
30-04-77,-209.53
01-05-77,-209.52
02-05-77,-209.51
03-05-77,-209.5
04-05-77,-209.5
05-05-77,-209.49
06-05-77,-209.48
07-05-77,-209.48
08-05-77,-209.48
09-05-77,-209.47
10-05-77,-209.47
11-05-77,-209.46
12-05-77,-209.46
13-05-77,-209.45
14-05-77,-209.45
15-05-77,-209.45
16-05-77,-209.45
17-05-77,-209.45
18-05-77,-209.46
19-05-77,-209.46
20-05-77,-209.47
21-05-77,-209.47
22-05-77,-209.47
23-05-77,-209.48
24-05-77,-209.48
25-05-77,-209.48
26-05-77,-209.48
27-05-77,-209.48
28-05-77,-209.48
29-05-77,-209.49
30-05-77,-209.49
31-05-77,-209.5
01-06-77,-209.5
02-06-77,-209.5
03-06-77,-209.51
04-06-77,-209.52
05-06-77,-209.52
06-06-77,-209.53
07-06-77,-209.54
08-06-77,-209.55
09-06-77,-209.55
10-06-77,-209.56
11-06-77,-209.57
12-06-77,-209.57
13-06-77,-209.58
14-06-77,-209.58
15-06-77,-209.59
16-06-77,-209.59
17-06-77,-209.6
18-06-77,-209.6
19-06-77,-209.61
20-06-77,-209.62
21-06-77,-209.62
22-06-77,-209.63
23-06-77,-209.63
24-06-77,-209.64
25-06-77,-209.65
26-06-77,-209.66
27-06-77,-209.66
28-06-77,-209.67
29-06-77,-209.68
30-06-77,-209.69
01-07-77,-209.7
02-07-77,-209.71
03-07-77,-209.71
04-07-77,-209.72
05-07-77,-209.72
06-07-77,-209.73
07-07-77,-209.74
08-07-77,-209.75
09-07-77,-209.76
10-07-77,-209.77
11-07-77,-209.78
12-07-77,-209.78
13-07-77,-209.79
14-07-77,-209.8
15-07-77,-209.81
16-07-77,-209.82
17-07-77,-209.83
18-07-77,-209.84
19-07-77,-209.85
20-07-77,-209.86
21-07-77,-209.87
22-07-77,-209.88
23-07-77,-209.9
24-07-77,-209.91
25-07-77,-209.92
26-07-77,-209.93
27-07-77,-209.95
28-07-77,-209.96
29-07-77,-209.97
30-07-77,-209.98
31-07-77,-209.99
01-08-77,-210
02-08-77,-210.01
03-08-77,-210.03
04-08-77,-210.04
05-08-77,-210.05
06-08-77,-210.06
07-08-77,-210.07
08-08-77,-210.08
09-08-77,-210.09
10-08-77,-210.11
11-08-77,-210.12
12-08-77,-210.13
13-08-77,-210.14
14-08-77,-210.15
15-08-77,-210.17
16-08-77,-210.18
17-08-77,-210.19
18-08-77,-210.19
19-08-77,-210.2
20-08-77,-210.2
21-08-77,-210.21
22-08-77,-210.21
23-08-77,-210.22
24-08-77,-210.22
25-08-77,-210.23
26-08-77,-210.25
27-08-77,-210.26
28-08-77,-210.27
29-08-77,-210.28
30-08-77,-210.29
31-08-77,-210.3
01-09-77,-210.31
02-09-77,-210.32
03-09-77,-210.33
04-09-77,-210.33
05-09-77,-210.34
06-09-77,-210.35
07-09-77,-210.36
08-09-77,-210.37
09-09-77,-210.38
10-09-77,-210.39
11-09-77,-210.41
12-09-77,-210.41
13-09-77,-210.42
14-09-77,-210.43
15-09-77,-210.44
16-09-77,-210.45
17-09-77,-210.46
18-09-77,-210.47
19-09-77,-210.47
20-09-77,-210.48
21-09-77,-210.48
22-09-77,-210.49
23-09-77,-210.5
24-09-77,-210.51
25-09-77,-210.51
26-09-77,-210.51
27-09-77,-210.51
28-09-77,-210.52
29-09-77,-210.52
30-09-77,-210.53
01-10-77,-210.54
02-10-77,-210.55
03-10-77,-210.56
04-10-77,-210.56
05-10-77,-210.57
06-10-77,-210.58
07-10-77,-210.59
08-10-77,-210.59
09-10-77,-210.6
10-10-77,-210.61
11-10-77,-210.61
12-10-77,-210.61
13-10-77,-210.62
14-10-77,-210.62
15-10-77,-210.62
16-10-77,-210.62
17-10-77,-210.61
18-10-77,-210.61
19-10-77,-210.61
20-10-77,-210.61
21-10-77,-210.62
22-10-77,-210.62
23-10-77,-210.62
24-10-77,-210.63
25-10-77,-210.64
26-10-77,-210.65
27-10-77,-210.65
28-10-77,-210.65
29-10-77,-210.66
30-10-77,-210.66
31-10-77,-210.67
01-11-77,-210.67
02-11-77,-210.68
03-11-77,-210.69
04-11-77,-210.69
05-11-77,-210.69
06-11-77,-210.7
07-11-77,-210.7
08-11-77,-210.7
09-11-77,-210.7
10-11-77,-210.71
11-11-77,-210.71
12-11-77,-210.72
13-11-77,-210.72
14-11-77,-210.73
15-11-77,-210.74
16-11-77,-210.75
17-11-77,-210.75
18-11-77,-210.75
19-11-77,-210.75
20-11-77,-210.75
21-11-77,-210.75
22-11-77,-210.76
23-11-77,-210.76
24-11-77,-210.76
25-11-77,-210.76
26-11-77,-210.77
27-11-77,-210.77
28-11-77,-210.77
29-11-77,-210.77
30-11-77,-210.77
01-12-77,-210.77
02-12-77,-210.77
03-12-77,-210.76
04-12-77,-210.75
05-12-77,-210.71
06-12-77,-210.68
07-12-77,-210.68
08-12-77,-210.65
09-12-77,-210.64
10-12-77,-210.64
11-12-77,-210.64
12-12-77,-210.63
13-12-77,-210.63
14-12-77,-210.62
15-12-77,-210.6
16-12-77,-210.55
17-12-77,-210.5
18-12-77,-210.47
19-12-77,-210.45
20-12-77,-210.44
21-12-77,-210.43
22-12-77,-210.41
23-12-77,-210.37
24-12-77,-210.36
25-12-77,-210.34
26-12-77,-210.33
27-12-77,-210.32
28-12-77,-210.31
29-12-77,-210.3
30-12-77,-210.29
31-12-77,-210.28
01-01-78,-210.28
02-01-78,-210.27
03-01-78,-210.26
04-01-78,-210.24
05-01-78,-210.2
06-01-78,-210.19
07-01-78,-210.18
08-01-78,-210.16
09-01-78,-210.15
10-01-78,-210.13
11-01-78,-210.1
12-01-78,-210.07
13-01-78,-210.06
14-01-78,-210.05
15-01-78,-210.04
16-01-78,-210.03
17-01-78,-210.02
18-01-78,-210.01
19-01-78,-210
20-01-78,-209.99
21-01-78,-209.98
22-01-78,-209.97
23-01-78,-209.96
24-01-78,-209.95
25-01-78,-209.94
26-01-78,-209.9
27-01-78,-209.84
28-01-78,-209.8
29-01-78,-209.76
30-01-78,-209.73
31-01-78,-209.72
01-02-78,-209.71
02-02-78,-209.69
03-02-78,-209.68
04-02-78,-209.67
05-02-78,-209.66
06-02-78,-209.65
07-02-78,-209.64
08-02-78,-209.63
09-02-78,-209.62
10-02-78,-209.6
11-02-78,-209.59
12-02-78,-209.58
13-02-78,-209.57
14-02-78,-209.56
15-02-78,-209.55
16-02-78,-209.54
17-02-78,-209.51
18-02-78,-209.5
19-02-78,-209.49
20-02-78,-209.47
21-02-78,-209.47
22-02-78,-209.45
23-02-78,-209.44
24-02-78,-209.42
25-02-78,-209.41
26-02-78,-209.4
27-02-78,-209.39
28-02-78,-209.38
01-03-78,-209.37
02-03-78,-209.37
03-03-78,-209.36
04-03-78,-209.36
05-03-78,-209.35
06-03-78,-209.34
07-03-78,-209.33
08-03-78,-209.32
09-03-78,-209.31
10-03-78,-209.31
11-03-78,-209.3
12-03-78,-209.29
13-03-78,-209.27
14-03-78,-209.15
15-03-78,-209.1
16-03-78,-209.1
17-03-78,-209.11
18-03-78,-209.13
19-03-78,-209.15
20-03-78,-209.16
21-03-78,-209.18
22-03-78,-209.17
23-03-78,-209.16
24-03-78,-209.14
25-03-78,-209.14
26-03-78,-209.15
27-03-78,-209.14
28-03-78,-209.14
29-03-78,-209.13
30-03-78,-209.12
31-03-78,-209.1
01-04-78,-209.1
02-04-78,-209.1
03-04-78,-209.09
04-04-78,-209.08
05-04-78,-209.08
06-04-78,-209.07
07-04-78,-209.06
08-04-78,-209.06
09-04-78,-209.05
10-04-78,-209.04
11-04-78,-209.04
12-04-78,-209.04
13-04-78,-209.04
14-04-78,-209.03
15-04-78,-209.03
16-04-78,-209.03
17-04-78,-209.02
18-04-78,-209.02
19-04-78,-209.02
20-04-78,-209.02
21-04-78,-209.02
22-04-78,-209.02
23-04-78,-209.02
24-04-78,-209.02
25-04-78,-209.03
26-04-78,-209.01
27-04-78,-209.01
28-04-78,-209.01
29-04-78,-209.01
30-04-78,-209.01
01-05-78,-209.01
02-05-78,-209.01
03-05-78,-209
04-05-78,-209
05-05-78,-208.99
06-05-78,-208.98
07-05-78,-208.98
08-05-78,-208.98
09-05-78,-208.98
10-05-78,-208.98
11-05-78,-208.98
12-05-78,-208.98
13-05-78,-208.98
14-05-78,-208.98
15-05-78,-208.98
16-05-78,-208.99
17-05-78,-208.99
18-05-78,-208.99
19-05-78,-208.99
20-05-78,-208.99
21-05-78,-208.99
22-05-78,-209
23-05-78,-209
24-05-78,-209
25-05-78,-209
26-05-78,-209
27-05-78,-209
28-05-78,-209
29-05-78,-209.05
30-05-78,-209
31-05-78,-209.01
01-06-78,-209.02
02-06-78,-209.03
03-06-78,-209.03
04-06-78,-209.04
05-06-78,-209.04
06-06-78,-209.05
07-06-78,-209.05
08-06-78,-209.06
09-06-78,-209.06
10-06-78,-209.07
11-06-78,-209.08
12-06-78,-209.1
13-06-78,-209.1
14-06-78,-209.11
15-06-78,-209.12
16-06-78,-209.13
17-06-78,-209.13
18-06-78,-209.14
19-06-78,-209.15
20-06-78,-209.16
21-06-78,-209.17
22-06-78,-209.17
23-06-78,-209.18
24-06-78,-209.2
25-06-78,-209.21
26-06-78,-209.22
27-06-78,-209.23
28-06-78,-209.23
29-06-78,-209.25
30-06-78,-209.26
01-07-78,-209.27
02-07-78,-209.28
03-07-78,-209.3
04-07-78,-209.31
05-07-78,-209.32
06-07-78,-209.33
07-07-78,-209.34
08-07-78,-209.34
09-07-78,-209.35
10-07-78,-209.36
11-07-78,-209.37
12-07-78,-209.38
13-07-78,-209.39
14-07-78,-209.4
15-07-78,-209.41
16-07-78,-209.42
17-07-78,-209.43
18-07-78,-209.44
19-07-78,-209.45
20-07-78,-209.47
21-07-78,-209.48
22-07-78,-209.5
23-07-78,-209.52
24-07-78,-209.54
25-07-78,-209.56
26-07-78,-209.57
27-07-78,-209.59
28-07-78,-209.61
29-07-78,-209.62
30-07-78,-209.63
31-07-78,-209.65
01-08-78,-209.66
02-08-78,-209.67
03-08-78,-209.69
04-08-78,-209.71
05-08-78,-209.72
06-08-78,-209.73
07-08-78,-209.74
08-08-78,-209.75
09-08-78,-209.76
10-08-78,-209.77
11-08-78,-209.79
12-08-78,-209.8
13-08-78,-209.81
14-08-78,-209.82
15-08-78,-209.84
16-08-78,-209.85
17-08-78,-209.86
18-08-78,-209.87
19-08-78,-209.88
20-08-78,-209.9
21-08-78,-209.91
22-08-78,-209.92
23-08-78,-209.92
24-08-78,-209.94
25-08-78,-209.95
26-08-78,-209.96
27-08-78,-209.97
28-08-78,-209.97
29-08-78,-209.97
30-08-78,-209.99
31-08-78,-209.99
01-09-78,-210
02-09-78,-210
03-09-78,-210.02
04-09-78,-210.03
05-09-78,-210.03
06-09-78,-210.04
07-09-78,-210.05
08-09-78,-210.06
09-09-78,-210.07
10-09-78,-210.08
11-09-78,-210.09
12-09-78,-210.1
13-09-78,-210.11
14-09-78,-210.12
15-09-78,-210.12
16-09-78,-210.14
17-09-78,-210.14
18-09-78,-210.15
19-09-78,-210.15
20-09-78,-210.15
21-09-78,-210.16
22-09-78,-210.17
23-09-78,-210.19
24-09-78,-210.19
25-09-78,-210.2
26-09-78,-210.21
27-09-78,-210.21
28-09-78,-210.22
29-09-78,-210.23
30-09-78,-210.24
01-10-78,-210.25
02-10-78,-210.25
03-10-78,-210.25
04-10-78,-210.25
05-10-78,-210.25
06-10-78,-210.25
07-10-78,-210.25
08-10-78,-210.25
09-10-78,-210.25
10-10-78,-210.24
11-10-78,-210.24
12-10-78,-210.24
13-10-78,-210.24
14-10-78,-210.24
15-10-78,-210.23
16-10-78,-210.23
17-10-78,-210.23
18-10-78,-210.23
19-10-78,-210.23
20-10-78,-210.23
21-10-78,-210.23
22-10-78,-210.23
23-10-78,-210.22
24-10-78,-210.22
25-10-78,-210.22
26-10-78,-210.22
27-10-78,-210.21
28-10-78,-210.21
29-10-78,-210.22
30-10-78,-210.2
31-10-78,-210.18
01-11-78,-210.18
02-11-78,-210.18
03-11-78,-210.18
04-11-78,-210.17
05-11-78,-210.17
06-11-78,-210.17
07-11-78,-210.17
08-11-78,-210.17
09-11-78,-210.16
10-11-78,-210.16
11-11-78,-210.16
12-11-78,-210.16
13-11-78,-210.16
14-11-78,-210.16
15-11-78,-210.16
16-11-78,-210.16
17-11-78,-210.16
18-11-78,-210.17
19-11-78,-210.17
20-11-78,-210.17
21-11-78,-210.17
22-11-78,-210.17
23-11-78,-210.17
24-11-78,-210.17
25-11-78,-210.18
26-11-78,-210.18
27-11-78,-210.17
28-11-78,-210.18
29-11-78,-210.18
30-11-78,-210.18
01-12-78,-210.17
02-12-78,-210.16
03-12-78,-210.16
04-12-78,-210.16
05-12-78,-210.16
06-12-78,-210.16
07-12-78,-210.16
08-12-78,-210.13
09-12-78,-210.13
10-12-78,-210.13
11-12-78,-210.13
12-12-78,-210.13
13-12-78,-210.13
14-12-78,-210.13
15-12-78,-210.13
16-12-78,-210.13
17-12-78,-210.13
18-12-78,-210.13
19-12-78,-210.13
20-12-78,-210.13
21-12-78,-210.13
22-12-78,-210.13
23-12-78,-210.13
24-12-78,-210.13
25-12-78,-210.13
26-12-78,-210.13
27-12-78,-210.13
28-12-78,-210.12
29-12-78,-210.12
30-12-78,-210.12
31-12-78,-210.12
01-01-79,-210.12
02-01-79,-210.12
03-01-79,-210.12
04-01-79,-210.13
05-01-79,-210.13
06-01-79,-210.13
07-01-79,-210.13
08-01-79,-210.13
09-01-79,-210.13
10-01-79,-210.11
11-01-79,-210.11
12-01-79,-210.11
13-01-79,-210.11
14-01-79,-210.1
15-01-79,-210.1
16-01-79,-210.1
17-01-79,-210.1
18-01-79,-210.1
19-01-79,-210.1
20-01-79,-210.1
21-01-79,-210.1
22-01-79,-210.08
23-01-79,-210.08
24-01-79,-210.08
25-01-79,-210.08
26-01-79,-210.08
27-01-79,-210.08
28-01-79,-210.08
29-01-79,-210.08
30-01-79,-210.08
31-01-79,-210.08
01-02-79,-210.07
02-02-79,-210.07
03-02-79,-210.07
04-02-79,-210.07
05-02-79,-210.07
06-02-79,-210.07
07-02-79,-210.07
08-02-79,-210.07
09-02-79,-210.05
10-02-79,-210.05
11-02-79,-210.03
12-02-79,-210.03
13-02-79,-210.03
14-02-79,-210.03
15-02-79,-210.03
16-02-79,-210.02
17-02-79,-210.02
18-02-79,-210.02
19-02-79,-210.02
20-02-79,-210.03
21-02-79,-210.03
22-02-79,-210.03
23-02-79,-210.03
24-02-79,-210.03
25-02-79,-210.03
26-02-79,-210.03
27-02-79,-210.03
28-02-79,-210.03
01-03-79,-210.03
02-03-79,-210.04
03-03-79,-210.04
04-03-79,-210.04
05-03-79,-210.04
06-03-79,-210.04
07-03-79,-210.04
08-03-79,-210.05
09-03-79,-210.02
10-03-79,-210.02
11-03-79,-210.01
12-03-79,-210.01
13-03-79,-210
14-03-79,-210
15-03-79,-209.99
16-03-79,-209.99
17-03-79,-209.98
18-03-79,-209.97
19-03-79,-209.96
20-03-79,-209.96
21-03-79,-209.96
22-03-79,-209.96
23-03-79,-209.95
24-03-79,-209.95
25-03-79,-209.95
26-03-79,-209.95
27-03-79,-209.95
28-03-79,-209.95
29-03-79,-209.95
30-03-79,-209.95
31-03-79,-209.94
01-04-79,-209.94
02-04-79,-209.94
03-04-79,-209.94
04-04-79,-209.93
05-04-79,-209.94
06-04-79,-209.94
07-04-79,-209.94
08-04-79,-209.94
09-04-79,-209.94
10-04-79,-209.95
11-04-79,-209.96
12-04-79,-209.97
13-04-79,-209.97
14-04-79,-209.98
15-04-79,-209.99
16-04-79,-209.99
17-04-79,-209.99
18-04-79,-209.99
19-04-79,-210
20-04-79,-210
21-04-79,-210.01
22-04-79,-210.01
23-04-79,-210.01
24-04-79,-210.01
25-04-79,-210.02
26-04-79,-210.02
27-04-79,-210.03
28-04-79,-210.05
29-04-79,-210.06
30-04-79,-210.07
01-05-79,-210.08
02-05-79,-210.09
03-05-79,-210.1
04-05-79,-210.11
05-05-79,-210.12
06-05-79,-210.12
07-05-79,-210.13
08-05-79,-210.13
09-05-79,-210.15
10-05-79,-210.15
11-05-79,-210.15
12-05-79,-210.15
13-05-79,-210.16
14-05-79,-210.16
15-05-79,-210.16
16-05-79,-210.18
17-05-79,-210.19
18-05-79,-210.19
19-05-79,-210.2
20-05-79,-210.22
21-05-79,-210.23
22-05-79,-210.23
23-05-79,-210.24
24-05-79,-210.25
25-05-79,-210.26
26-05-79,-210.27
27-05-79,-210.27
28-05-79,-210.28
29-05-79,-210.28
30-05-79,-210.29
31-05-79,-210.3
01-06-79,-210.31
02-06-79,-210.32
03-06-79,-210.33
04-06-79,-210.33
05-06-79,-210.34
06-06-79,-210.34
07-06-79,-210.35
08-06-79,-210.36
09-06-79,-210.37
10-06-79,-210.38
11-06-79,-210.39
12-06-79,-210.4
13-06-79,-210.41
14-06-79,-210.42
15-06-79,-210.43
16-06-79,-210.45
17-06-79,-210.46
18-06-79,-210.47
19-06-79,-210.49
20-06-79,-210.5
21-06-79,-210.51
22-06-79,-210.52
23-06-79,-210.53
24-06-79,-210.55
25-06-79,-210.56
26-06-79,-210.57
27-06-79,-210.58
28-06-79,-210.6
29-06-79,-210.61
30-06-79,-210.63
01-07-79,-210.64
02-07-79,-210.66
03-07-79,-210.68
04-07-79,-210.69
05-07-79,-210.71
06-07-79,-210.72
07-07-79,-210.73
08-07-79,-210.75
09-07-79,-210.76
10-07-79,-210.78
11-07-79,-210.8
12-07-79,-210.81
13-07-79,-210.83
14-07-79,-210.85
15-07-79,-210.86
16-07-79,-210.87
17-07-79,-210.88
18-07-79,-210.9
19-07-79,-210.91
20-07-79,-210.92
21-07-79,-210.94
22-07-79,-210.95
23-07-79,-210.97
24-07-79,-210.98
25-07-79,-210.99
26-07-79,-211.01
27-07-79,-211.02
28-07-79,-211.03
29-07-79,-211.05
30-07-79,-211.07
31-07-79,-211.08
01-08-79,-211.1
02-08-79,-211.11
03-08-79,-211.13
04-08-79,-211.15
05-08-79,-211.16
06-08-79,-211.17
07-08-79,-211.19
08-08-79,-211.2
09-08-79,-211.21
10-08-79,-211.23
11-08-79,-211.24
12-08-79,-211.25
13-08-79,-211.27
14-08-79,-211.28
15-08-79,-211.29
16-08-79,-211.31
17-08-79,-211.32
18-08-79,-211.32
19-08-79,-211.33
20-08-79,-211.34
21-08-79,-211.35
22-08-79,-211.36
23-08-79,-211.37
24-08-79,-211.38
25-08-79,-211.39
26-08-79,-211.4
27-08-79,-211.4
28-08-79,-211.41
29-08-79,-211.42
30-08-79,-211.43
31-08-79,-211.44
01-09-79,-211.45
02-09-79,-211.45
03-09-79,-211.46
04-09-79,-211.46
05-09-79,-211.47
06-09-79,-211.48
07-09-79,-211.48
08-09-79,-211.49
09-09-79,-211.5
10-09-79,-211.51
11-09-79,-211.52
12-09-79,-211.53
13-09-79,-211.53
14-09-79,-211.53
15-09-79,-211.53
16-09-79,-211.54
17-09-79,-211.54
18-09-79,-211.55
19-09-79,-211.55
20-09-79,-211.56
21-09-79,-211.58
22-09-79,-211.59
23-09-79,-211.6
24-09-79,-211.61
25-09-79,-211.61
26-09-79,-211.62
27-09-79,-211.62
28-09-79,-211.63
29-09-79,-211.63
30-09-79,-211.64
01-10-79,-211.68
02-10-79,-211.68
03-10-79,-211.68
04-10-79,-211.69
05-10-79,-211.7
06-10-79,-211.7
07-10-79,-211.71
08-10-79,-211.69
09-10-79,-211.7
10-10-79,-211.71
11-10-79,-211.71
12-10-79,-211.71
13-10-79,-211.72
14-10-79,-211.73
15-10-79,-211.74
16-10-79,-211.75
17-10-79,-211.75
18-10-79,-211.76
19-10-79,-211.77
20-10-79,-211.77
21-10-79,-211.78
